judul_berita,penulis_berita,url_berita,media_online,tanggal_berita_dt,top_keyword,lex_match,fuzz_score,embed_sim,relevance_score,is_relevant,karakter_count,judul_berita_bersih,kategori_isu,score_kemenkeu,score_nasional,score_lainnya_hint,matched_terms,score_detail,label_reason
Mendagri Minta Satpol PP Ubah Citra Lewat Pendekatan Humanis,,https://www.tribunnews.com/nasional/7731626/mendagri-minta-satpol-pp-ubah-citra-lewat-pendekatan-humanis,tribunnews,2025-09-21 22:29:00+07:00,suntikan dana rp200 triliun,0.0,0.23,0.706,0.492,False,60,mendagri minta satpol pp ubah citra lewat pendekatan humanis,Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bperppu\\b|\\bpp\\b|\\bperpres\\b|\\binpres\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bperppu\\b|\\bpp\\b|\\bperpres\\b|\\binpres\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Menteri HAM Akui Atmosfer Positif Jelang Pidato Presiden Prabowo di Sidang PBB,,https://www.tribunnews.com/nasional/7731916/menteri-ham-akui-atmosfer-positif-jelang-pidato-presiden-prabowo-di-sidang-pbb,tribunnews,2025-09-22 14:49:00+07:00,suntikan dana rp200 triliun,0.0,0.229,0.706,0.492,False,78,menteri ham akui atmosfer positif jelang pidato presiden prabowo di sidang pbb,Isu Nasional,5,13,0,"{'kemenkeu': ['\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b', '\\bprabowo\\b|\\bgibran\\b', '\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b'], 'lainnya_hint': []}","{'kemenkeu': {'\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5, '\\bprabowo\\b|\\bgibran\\b': 5, '\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b': 3}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Urgensi Kompetensi Pejabat Pengelola Keuangan Negara: PPK & PPSPMOpini1 jam yang lalu,Tidak Diketahui,https://www.cnbcindonesia.com/opini/20250922132241-14-669083/urgensi-kompetensi-pejabat-pengelola-keuangan-negara-ppk-ppspm,cnbc,2025-09-22 00:00:00+07:00,diskusi banggar dpr,0.0,0.25,0.694,0.491,False,85,urgensi kompetensi pejabat pengelola keuangan negara: ppk & ppspmopini1 jam yang lalu,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kredit Usaha Rakyat BRI Jadi Kunci Sukses Pertumbuhan Usaha “Nanas Nadi” di Lampung,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165484/kredit-usaha-rakyat-bri-jadi-kunci-sukses-pertumbuhan-usaha-nanas-nadi-di-lampung,liputan6,2025-09-22 14:35:19+07:00,diskusi banggar dpr,0.0,0.235,0.7,0.491,False,83,kredit usaha rakyat bri jadi kunci sukses pertumbuhan usaha “nanas nadi” di lampung,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Bapanas: Cadangan Beras Pemerintah Harus Layak Konsumsi,Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164711/bapanas-cadangan-beras-pemerintah-harus-layak-konsumsi,liputan6,2025-09-21 19:00:22+07:00,makan bergizi gratis,0.0,0.24,0.699,0.491,False,55,bapanas: cadangan beras pemerintah harus layak konsumsi,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Kapal Induk AS Berlayar di Dekat Selat Hormuz, Iran Siaga Tinggi Luncurkan Serangan",,https://www.tribunnews.com/internasional/7731628/kapal-induk-as-berlayar-di-dekat-selat-hormuz-iran-siaga-tinggi-luncurkan-serangan,tribunnews,2025-09-21 22:49:00+07:00,suntikan dana rp200 triliun,0.0,0.2,0.718,0.491,False,83,"kapal induk as berlayar di dekat selat hormuz, iran siaga tinggi luncurkan serangan",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Menteri Agama: Tradisi Berbagi Umat Islam Berpotensi Bebaskan 2 Juta Lebih Penduduk Miskin,,https://www.tribunnews.com/nasional/7731584/menteri-agama-tradisi-berbagi-umat-islam-berpotensi-bebaskan-2-juta-lebih-penduduk-miskin,tribunnews,2025-09-21 17:56:00+07:00,makan bergizi gratis,0.0,0.255,0.691,0.491,False,90,menteri agama: tradisi berbagi umat islam berpotensi bebaskan 2 juta lebih penduduk miskin,Isu Lainnya,0,3,0,"{'kemenkeu': [], 'nasional': ['\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bkabinet\\b|\\bmenteri\\b|\\bkementerian\\b': 3}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kapan Pemain Abroad Timnas Indonesia Kumpul di Arab Saudi Jelang Kualfikasi Piala Dunia 2026?,Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/51/3171667/kapan-pemain-abroad-timnas-indonesia-kumpul-di-arab-saudi-jelang-kualfikasi-piala-dunia-2026,okezone,2025-09-22 15:20:00+07:00,suntikan dana rp200 triliun,0.0,0.183,0.725,0.49,False,93,kapan pemain abroad timnas indonesia kumpul di arab saudi jelang kualfikasi piala dunia 2026?,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
GOTO Prihatin Insiden Pemukulan Oknum TNI Terhadap Driver Gojek di Pontianak,,https://www.tribunnews.com/bisnis/7731908/goto-prihatin-insiden-pemukulan-oknum-tni-terhadap-driver-gojek-di-pontianak,tribunnews,2025-09-22 14:42:00+07:00,suntikan dana rp200 triliun,0.0,0.194,0.72,0.49,False,76,goto prihatin insiden pemukulan oknum tni terhadap driver gojek di pontianak,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Pilot Pesawat Jupiter Aerobatik Team Ungkap Terkendala Cuaca Buruk saat Aksi di HUT ke-80 RI,,https://www.tribunnews.com/nasional/7731595/pilot-pesawat-jupiter-aerobatik-team-ungkap-terkendala-cuaca-buruk-saat-aksi-di-hut-ke-80-ri,tribunnews,2025-09-21 18:53:00+07:00,suntikan dana rp200 triliun,0.0,0.151,0.741,0.49,False,92,pilot pesawat jupiter aerobatik team ungkap terkendala cuaca buruk saat aksi di hut ke-80 ri,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Tak Lagi Terdengar 'Tok Tok Wuk Wuk' di Ruas Sudirman-Thamrin Jelang Siang Hari Ini,Tidak Diketahui,https://www.liputan6.com/news/read/6165434/tak-lagi-terdengar-tok-tok-wuk-wuk-di-ruas-sudirman-thamrin-jelang-siang-hari-ini,liputan6,2025-09-22 13:19:59+07:00,diskusi banggar dpr,0.0,0.196,0.717,0.489,False,83,tak lagi terdengar 'tok tok wuk wuk' di ruas sudirman-thamrin jelang siang hari ini,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Terbaru, Cek Harga Emas Perhiasan Hari Ini 21 September 2025",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6164821/terbaru-cek-harga-emas-perhiasan-hari-ini-21-september-2025,liputan6,2025-09-21 14:00:23+07:00,suntikan dana rp200 triliun,0.0,0.23,0.7,0.489,False,60,"terbaru, cek harga emas perhiasan hari ini 21 september 2025",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Pria Usia 79 Tahun Hilang di Puncak Manik Tampomas Sumedang, Pencarian Hari ke-4 masih Nihil",,https://www.tribunnews.com/regional/7731580/pria-usia-79-tahun-hilang-di-puncak-manik-tampomas-sumedang-pencarian-hari-ke-4-masih-nihil,tribunnews,2025-09-21 17:34:00+07:00,suntikan dana rp200 triliun,0.0,0.252,0.689,0.489,False,92,"pria usia 79 tahun hilang di puncak manik tampomas sumedang, pencarian hari ke-4 masih nihil",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Peringkat Kredit Naik, PalmCo Catatkan Fundamental Perusahaan yang Kuat dan Sehat",,https://www.tribunnews.com/bisnis/7731615/peringkat-kredit-naik-palmco-catatkan-fundamental-perusahaan-yang-kuat-dan-sehat,tribunnews,2025-09-21 20:32:00+07:00,makan bergizi gratis,0.0,0.238,0.697,0.489,False,81,"peringkat kredit naik, palmco catatkan fundamental perusahaan yang kuat dan sehat",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Putri Legenda Persib Cetak 52 Gol, Juara Baru Lahir di Soccer Challenge Bandung Seri 1",,https://www.tribunnews.com/superskor/7731612/putri-legenda-persib-cetak-52-gol-juara-baru-lahir-di-soccer-challenge-bandung-seri-1,tribunnews,2025-09-21 20:24:00+07:00,diskusi banggar dpr,0.0,0.171,0.73,0.489,False,86,"putri legenda persib cetak 52 gol, juara baru lahir di soccer challenge bandung seri 1",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Mentrans Sambangi Perkampungan Transmigrasi di Salor Merauke, Janji Tuntaskan Masalah Laha...",Tidak Diketahui,https://www.liputan6.com/news/read/6165034/mentrans-sambangi-perkampungan-transmigrasi-di-salor-merauke-janji-tuntaskan-masalah-lahan,liputan6,2025-09-21 21:31:17+07:00,suntikan dana rp200 triliun,0.0,0.183,0.722,0.488,False,93,"mentrans sambangi perkampungan transmigrasi di salor merauke, janji tuntaskan masalah laha",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Ekspor Udang Tersandung Radioaktif: Harga Bisa Anjlok, Pasar Amerika Menutup Pintu",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165403/ekspor-udang-tersandung-radioaktif-harga-bisa-anjlok-pasar-amerika-menutup-pintu,liputan6,2025-09-22 13:00:13+07:00,makan bergizi gratis,0.0,0.255,0.686,0.488,False,82,"ekspor udang tersandung radioaktif: harga bisa anjlok, pasar amerika menutup pintu",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Hokky Caraka Jadi Biang Kerok Kegagalan Persijap Ukir Sejarah atas Persita,,https://www.tribunnews.com/superskor/7731577/hokky-caraka-jadi-biang-kerok-kegagalan-persijap-ukir-sejarah-atas-persita,tribunnews,2025-09-21 17:29:00+07:00,diskusi banggar dpr,0.0,0.258,0.684,0.488,False,74,hokky caraka jadi biang kerok kegagalan persijap ukir sejarah atas persita,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Barang Korban Utuh hingga Visum, Ini 5 Temuan Polisi Buka Tabir Pembunuhan Pacar di Lombok",,https://www.tribunnews.com/regional/7731608/barang-korban-utuh-hingga-visum-ini-5-temuan-polisi-buka-tabir-pembunuhan-pacar-di-lombok,tribunnews,2025-09-21 20:14:00+07:00,suntikan dana rp200 triliun,0.0,0.239,0.693,0.488,False,90,"barang korban utuh hingga visum, ini 5 temuan polisi buka tabir pembunuhan pacar di lombok",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Interpol Sebut Tidak Bisa Upaya Paksa Tangkap Sofyan Iskandar Nugroho meski Berstatus Red Notice AS,,https://www.tribunnews.com/nasional/7731946/interpol-sebut-tidak-bisa-upaya-paksa-tangkap-sofyan-iskandar-nugroho-meski-berstatus-red-notice-as,tribunnews,2025-09-22 15:27:00+07:00,suntikan dana rp200 triliun,0.0,0.222,0.703,0.488,False,99,interpol sebut tidak bisa upaya paksa tangkap sofyan iskandar nugroho meski berstatus red notice as,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Pajak dari Ecommerce Lompat, Begini Analisis KemenkeuTech47 menit yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/tech/20250922145300-37-669142/pajak-dari-ecommerce-lompat-begini-analisis-kemenkeu,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.274,0.675,0.487,False,75,"pajak dari ecommerce lompat, begini analisis kemenkeu",Isu Kemenkeu,11,0,0,"{'kemenkeu': ['\\bkemenkeu\\b', '\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\bkemenkeu\\b': 6, '\\bpajak\\b|\\bppn\\b|\\bpajak penghasilan\\b|\\bpbb\\b|\\bpajak daerah\\b': 5}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
"Ada Unjuk Rasa di DPR dan Patung Kuda, Begini Skenario Pengalihan Arus Lalu Lintas yang Di...",Tidak Diketahui,https://www.liputan6.com/news/read/6165487/ada-unjuk-rasa-di-dpr-dan-patung-kuda-begini-skenario-pengalihan-arus-lalu-lintas-yang-disiapkan-polisi,liputan6,2025-09-22 14:21:06+07:00,suntikan dana rp200 triliun,0.0,0.217,0.703,0.487,False,93,"ada unjuk rasa di dpr dan patung kuda, begini skenario pengalihan arus lalu lintas yang di",Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Harga Emas Perhiasan Hari Ini 22 September 2025, Simak Daftarnya di Sini",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165307/harga-emas-perhiasan-hari-ini-22-september-2025-simak-daftarnya-di-sini,liputan6,2025-09-22 11:18:29+07:00,makan bergizi gratis,0.0,0.261,0.681,0.487,False,72,"harga emas perhiasan hari ini 22 september 2025, simak daftarnya di sini",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"2 Pekerja Freeport Meninggal Dunia, Asosiasi Pertambangan Indonesia Sampaikan Bela Sungkaw...",Tidak Diketahui,https://www.liputan6.com/bisnis/read/6165183/2-pekerja-freeport-meninggal-dunia-asosiasi-pertambangan-indonesia-sampaikan-bela-sungkawa,liputan6,2025-09-22 09:30:42+07:00,suntikan dana rp200 triliun,0.0,0.2,0.711,0.487,False,93,"2 pekerja freeport meninggal dunia, asosiasi pertambangan indonesia sampaikan bela sungkaw",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Ketua DPR Harap Tim Reformasi Polri Tingkatkan Citra Positif di Mata Publik,Tidak Diketahui,https://news.okezone.com/read/2025/09/22/337/3171670/ketua-dpr-harap-tim-reformasi-polri-tingkatkan-citra-positif-di-mata-publik,okezone,2025-09-22 15:38:00+07:00,suntikan dana rp200 triliun,0.0,0.235,0.694,0.487,False,75,ketua dpr harap tim reformasi polri tingkatkan citra positif di mata publik,Isu Nasional,0,9,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b', '\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4, '\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
Polisi Rekayasa Arus Lalu Lintas di Sekitar Gedung DPR dan Monas Imbas Unjuk Rasa  Buruh,,https://www.tribunnews.com/nasional/7731920/polisi-rekayasa-arus-lalu-lintas-di-sekitar-gedung-dpr-dan-monas-imbas-unjuk-rasa-buruh,tribunnews,2025-09-22 15:00:00+07:00,diskusi banggar dpr,0.0,0.206,0.709,0.487,False,88,polisi rekayasa arus lalu lintas di sekitar gedung dpr dan monas imbas unjuk rasa buruh,Isu Nasional,0,4,0,"{'kemenkeu': [], 'nasional': ['\\bdpr\\b|\\bdpd\\b|\\bmpr\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bdpr\\b|\\bdpd\\b|\\bmpr\\b': 4}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"Prakiraan Cuaca Samarinda Senin, 22 September 2025: Siang hingga Malam Cerah",,https://www.tribunnews.com/regional/7731616/prakiraan-cuaca-samarinda-senin-22-september-2025-siang-hingga-malam-cerah,tribunnews,2025-09-21 20:33:00+07:00,diskusi banggar dpr,0.0,0.232,0.697,0.487,False,76,"prakiraan cuaca samarinda senin, 22 september 2025: siang hingga malam cerah",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Purbaya Pede Ekonomi Kuat: Kemarin Kita Takut, Sekarang Harus BeraniNews1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/news/20250922140931-4-669118/purbaya-pede-ekonomi-kuat-kemarin-kita-takut-sekarang-harus-berani,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.224,0.698,0.486,False,87,"purbaya pede ekonomi kuat: kemarin kita takut, sekarang harus berani",Isu Kemenkeu,6,0,0,"{'kemenkeu': ['\\b(purbaya yudhi|purbaya)\\b'], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {'\\b(purbaya yudhi|purbaya)\\b': 6}, 'nasional': {}, 'lainnya_hint': {}}",Kuat indikasi fiskal/Kemenkeu.
Pemkot Jaktim Bakal Bahas soal Fasilitas Pemberdayaan Usaha di Sepanjang Jalan Cawang Jakt...,Tidak Diketahui,https://www.liputan6.com/news/read/6165260/pemkot-jaktim-bakal-bahas-soal-fasilitas-pemberdayaan-usaha-di-sepanjang-jalan-cawang-jaktim,liputan6,2025-09-22 10:35:01+07:00,suntikan dana rp200 triliun,0.0,0.217,0.702,0.486,False,93,pemkot jaktim bakal bahas soal fasilitas pemberdayaan usaha di sepanjang jalan cawang jakt,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Beda Suara dengan DPW, 5 DPC Jatim Tetap Setia Dukung Mardiono jadi Caketum di Muktamar X ...",Tidak Diketahui,https://www.liputan6.com/news/read/6164960/beda-suara-dengan-dpw-5-dpc-jatim-tetap-setia-dukung-mardiono-jadi-caketum-di-muktamar-x-ppp,liputan6,2025-09-21 19:00:02+07:00,suntikan dana rp200 triliun,0.0,0.217,0.702,0.486,False,93,"beda suara dengan dpw, 5 dpc jatim tetap setia dukung mardiono jadi caketum di muktamar x",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"Dicalonkan Jadi Caketum PPP, Mardiono Minta DPW PPP Sultra Jaga Kekompakan Jelang di Mukta...",Tidak Diketahui,https://www.liputan6.com/news/read/6164941/dicalonkan-jadi-caketum-ppp-mardiono-minta-dpw-ppp-sultra-jaga-kekompakan-jelang-di-muktamar-x,liputan6,2025-09-21 17:47:00+07:00,suntikan dana rp200 triliun,0.0,0.233,0.693,0.486,False,93,"dicalonkan jadi caketum ppp, mardiono minta dpw ppp sultra jaga kekompakan jelang di mukta",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Clash of Titans: Final Superliga Junior 2025 Hadirkan Duel Klub Besar Indonesia vs Thailand,,https://www.tribunnews.com/sport/7731597/clash-of-titans-final-superliga-junior-2025-hadirkan-duel-klub-besar-indonesia-vs-thailand,tribunnews,2025-09-21 19:06:00+07:00,suntikan dana rp200 triliun,0.0,0.288,0.666,0.486,False,91,clash of titans: final superliga junior 2025 hadirkan duel klub besar indonesia vs thailand,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
"KPK Tak Kunjung Tetapkan Tersangka Korupsi Kuota Haji, Ada Intervensi dari Istana?",,https://www.tribunnews.com/nasional/7731951/kpk-tak-kunjung-tetapkan-tersangka-korupsi-kuota-haji-ada-intervensi-dari-istana,tribunnews,2025-09-22 15:35:00+07:00,makan bergizi gratis,0.0,0.255,0.683,0.486,False,82,"kpk tak kunjung tetapkan tersangka korupsi kuota haji, ada intervensi dari istana?",Isu Nasional,0,10,0,"{'kemenkeu': [], 'nasional': ['\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b', '\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b'], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {'\\bpresiden\\b|\\bwapres\\b|\\bwakil presiden\\b|\\bistana\\b|\\bsekretariat negara\\b': 5, '\\bkpk\\b|\\bott\\b|\\bkejagung\\b|\\bkejaksaan agung\\b|\\bpolri\\b|\\bbnn\\b': 5}, 'lainnya_hint': {}}",Kuat indikasi pemerintah/penegakan hukum pusat/politik nasional.
"ASEAN Ramai-Ramai Tendang Dolar AS, Dunia Tinggalkan AmerikaResearch1 jam yang lalu",Tidak Diketahui,https://www.cnbcindonesia.com/research/20250922115624-128-669040/asean-ramai-ramai-tendang-dolar-as-dunia-tinggalkan-amerika,cnbc,2025-09-22 00:00:00+07:00,makan bergizi gratis,0.0,0.214,0.702,0.485,False,83,"asean ramai-ramai tendang dolar as, dunia tinggalkan amerikaresearch1 jam yang lalu",Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Rekayasa Lalin TB Simatupang hingga Akhir Oktober Diputuskan Senin Besok,Tidak Diketahui,https://www.liputan6.com/news/read/6164962/rekayasa-lalin-tb-simatupang-hingga-akhir-oktober-diputuskan-senin-besok,liputan6,2025-09-21 18:16:59+07:00,diskusi banggar dpr,0.0,0.264,0.676,0.485,False,72,rekayasa lalin tb simatupang hingga akhir oktober diputuskan senin besok,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Penjaga Gawang Timnas Indonesia Emil Audero Jadi Kiper Terbaik Asia Setelah Ungguli Zion Suzuki?,Tidak Diketahui,https://bola.okezone.com/read/2025/09/22/47/3171658/penjaga-gawang-timnas-indonesia-emil-audero-jadi-kiper-terbaik-asia-setelah-ungguli-zion-suzuki,okezone,2025-09-22 14:55:00+07:00,suntikan dana rp200 triliun,0.0,0.179,0.719,0.485,False,96,penjaga gawang timnas indonesia emil audero jadi kiper terbaik asia setelah ungguli zion suzuki?,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
Kontes Domba dan Inovasi Pertanian Meriahkan Hari Peternakan dan Kesehatan Hewan Ke-189 di Bogor,,https://www.tribunnews.com/regional/7731604/kontes-domba-dan-inovasi-pertanian-meriahkan-hari-peternakan-dan-kesehatan-hewan-ke-189-di-bogor,tribunnews,2025-09-21 19:57:00+07:00,suntikan dana rp200 triliun,0.0,0.211,0.702,0.485,False,96,kontes domba dan inovasi pertanian meriahkan hari peternakan dan kesehatan hewan ke-189 di bogor,Isu Lainnya,0,0,0,"{'kemenkeu': [], 'nasional': [], 'lainnya_hint': []}","{'kemenkeu': {}, 'nasional': {}, 'lainnya_hint': {}}",Tidak ada indikasi kuat isu Kemenkeu/Nasional.
